Rank,Region Name,State Name,Latitude,Longitude,Year,Average House Price
25,"Sacramento, CA",CA,38.581573,-121.4944,2001,214874.33
25,"Sacramento, CA",CA,38.581573,-121.4944,2002,246772.5
25,"Sacramento, CA",CA,38.581573,-121.4944,2003,289839.58
25,"Sacramento, CA",CA,38.581573,-121.4944,2004,343850.75
25,"Sacramento, CA",CA,38.581573,-121.4944,2005,421834.5
25,"Sacramento, CA",CA,38.581573,-121.4944,2006,446062.67
25,"Sacramento, CA",CA,38.581573,-121.4944,2007,399357.5
25,"Sacramento, CA",CA,38.581573,-121.4944,2008,318394.17
25,"Sacramento, CA",CA,38.581573,-121.4944,2009,264302.58
25,"Sacramento, CA",CA,38.581573,-121.4944,2010,247418.5
25,"Sacramento, CA",CA,38.581573,-121.4944,2011,225799.67
25,"Sacramento, CA",CA,38.581573,-121.4944,2012,221610.75
25,"Sacramento, CA",CA,38.581573,-121.4944,2013,275268.58
25,"Sacramento, CA",CA,38.581573,-121.4944,2014,313922.92
25,"Sacramento, CA",CA,38.581573,-121.4944,2015,326101.75
25,"Sacramento, CA",CA,38.581573,-121.4944,2016,352179.25
25,"Sacramento, CA",CA,38.581573,-121.4944,2017,381980.83
25,"Sacramento, CA",CA,38.581573,-121.4944,2018,409512.75
25,"Sacramento, CA",CA,38.581573,-121.4944,2019,422019.33
25,"Sacramento, CA",CA,38.581573,-121.4944,2020,447616.67
25,"Sacramento, CA",CA,38.581573,-121.4944,2021,533260.5
25,"Sacramento, CA",CA,38.581573,-121.4944,2022,608004.67
26,"San Antonio, TX",TX,29.424122,-98.493629,2000,130147.42
26,"San Antonio, TX",TX,29.424122,-98.493629,2001,128001.67
26,"San Antonio, TX",TX,29.424122,-98.493629,2002,129407.08
26,"San Antonio, TX",TX,29.424122,-98.493629,2003,133318.25
26,"San Antonio, TX",TX,29.424122,-98.493629,2004,143685.09
26,"San Antonio, TX",TX,29.424122,-98.493629,2005,151500.42
26,"San Antonio, TX",TX,29.424122,-98.493629,2006,158981.25
26,"San Antonio, TX",TX,29.424122,-98.493629,2007,169479.08
26,"San Antonio, TX",TX,29.424122,-98.493629,2008,171895.75
26,"San Antonio, TX",TX,29.424122,-98.493629,2009,166280.92
26,"San Antonio, TX",TX,29.424122,-98.493629,2010,164751.92
26,"San Antonio, TX",TX,29.424122,-98.493629,2011,159611.5
26,"San Antonio, TX",TX,29.424122,-98.493629,2012,160067.25
26,"San Antonio, TX",TX,29.424122,-98.493629,2013,166442.25
26,"San Antonio, TX",TX,29.424122,-98.493629,2014,176118.08
26,"San Antonio, TX",TX,29.424122,-98.493629,2015,187473.25
26,"San Antonio, TX",TX,29.424122,-98.493629,2016,199016.75
26,"San Antonio, TX",TX,29.424122,-98.493629,2017,211490.5
26,"San Antonio, TX",TX,29.424122,-98.493629,2018,221779.83
26,"San Antonio, TX",TX,29.424122,-98.493629,2019,232808.08
26,"San Antonio, TX",TX,29.424122,-98.493629,2020,241104.42
26,"San Antonio, TX",TX,29.424122,-98.493629,2021,277261.58
26,"San Antonio, TX",TX,29.424122,-98.493629,2022,325497.67
27,"Orlando, FL",FL,28.538336,-81.379234,2000,127668.5
27,"Orlando, FL",FL,28.538336,-81.379234,2001,137102.33
27,"Orlando, FL",FL,28.538336,-81.379234,2002,147513.5
27,"Orlando, FL",FL,28.538336,-81.379234,2003,159194.58
27,"Orlando, FL",FL,28.538336,-81.379234,2004,177489.2
27,"Orlando, FL",FL,28.538336,-81.379234,2005,221338.17
27,"Orlando, FL",FL,28.538336,-81.379234,2006,276831.17
27,"Orlando, FL",FL,28.538336,-81.379234,2007,272153.92
27,"Orlando, FL",FL,28.538336,-81.379234,2008,224596.83
27,"Orlando, FL",FL,28.538336,-81.379234,2009,170262.67
27,"Orlando, FL",FL,28.538336,-81.379234,2010,149385.0
27,"Orlando, FL",FL,28.538336,-81.379234,2011,133717.42
27,"Orlando, FL",FL,28.538336,-81.379234,2012,135658.42
27,"Orlando, FL",FL,28.538336,-81.379234,2013,157202.58
27,"Orlando, FL",FL,28.538336,-81.379234,2014,177828.08
27,"Orlando, FL",FL,28.538336,-81.379234,2015,187527.92
27,"Orlando, FL",FL,28.538336,-81.379234,2016,202974.58
27,"Orlando, FL",FL,28.538336,-81.379234,2017,219678.5
27,"Orlando, FL",FL,28.538336,-81.379234,2018,238280.75
27,"Orlando, FL",FL,28.538336,-81.379234,2019,252752.33
27,"Orlando, FL",FL,28.538336,-81.379234,2020,265721.17
27,"Orlando, FL",FL,28.538336,-81.379234,2021,303497.33
27,"Orlando, FL",FL,28.538336,-81.379234,2022,370486.5
28,"Cincinnati, OH",OH,39.103119,-84.512016,2000,132895.67
28,"Cincinnati, OH",OH,39.103119,-84.512016,2001,138787.5
28,"Cincinnati, OH",OH,39.103119,-84.512016,2002,143815.67
28,"Cincinnati, OH",OH,39.103119,-84.512016,2003,149151.17
28,"Cincinnati, OH",OH,39.103119,-84.512016,2004,154357.08
28,"Cincinnati, OH",OH,39.103119,-84.512016,2005,159164.75
28,"Cincinnati, OH",OH,39.103119,-84.512016,2006,163424.25
28,"Cincinnati, OH",OH,39.103119,-84.512016,2007,162844.42
28,"Cincinnati, OH",OH,39.103119,-84.512016,2008,158804.45
28,"Cincinnati, OH",OH,39.103119,-84.512016,2009,149279.92
28,"Cincinnati, OH",OH,39.103119,-84.512016,2010,149068.33
28,"Cincinnati, OH",OH,39.103119,-84.512016,2011,140243.92
28,"Cincinnati, OH",OH,39.103119,-84.512016,2012,136837.0
28,"Cincinnati, OH",OH,39.103119,-84.512016,2013,139632.08
28,"Cincinnati, OH",OH,39.103119,-84.512016,2014,142710.25
28,"Cincinnati, OH",OH,39.103119,-84.512016,2015,147514.08
28,"Cincinnati, OH",OH,39.103119,-84.512016,2016,154051.25
28,"Cincinnati, OH",OH,39.103119,-84.512016,2017,164737.42
28,"Cincinnati, OH",OH,39.103119,-84.512016,2018,174797.67
28,"Cincinnati, OH",OH,39.103119,-84.512016,2019,185414.5
28,"Cincinnati, OH",OH,39.103119,-84.512016,2020,197667.5
28,"Cincinnati, OH",OH,39.103119,-84.512016,2021,228429.67
28,"Cincinnati, OH",OH,39.103119,-84.512016,2022,253928.5
29,"Cleveland, OH",OH,41.499321,-81.694359,2000,132137.92
29,"Cleveland, OH",OH,41.499321,-81.694359,2001,137822.83
29,"Cleveland, OH",OH,41.499321,-81.694359,2002,141549.5
29,"Cleveland, OH",OH,41.499321,-81.694359,2003,145875.92
29,"Cleveland, OH",OH,41.499321,-81.694359,2004,151440.25
29,"Cleveland, OH",OH,41.499321,-81.694359,2005,156029.42
29,"Cleveland, OH",OH,41.499321,-81.694359,2006,158659.17
29,"Cleveland, OH",OH,41.499321,-81.694359,2007,154616.58
29,"Cleveland, OH",OH,41.499321,-81.694359,2008,147216.67
29,"Cleveland, OH",OH,41.499321,-81.694359,2009,138315.33
29,"Cleveland, OH",OH,41.499321,-81.694359,2010,133797.67
29,"Cleveland, OH",OH,41.499321,-81.694359,2011,125511.08
29,"Cleveland, OH",OH,41.499321,-81.694359,2012,121025.83
29,"Cleveland, OH",OH,41.499321,-81.694359,2013,123667.92
29,"Cleveland, OH",OH,41.499321,-81.694359,2014,123603.92
29,"Cleveland, OH",OH,41.499321,-81.694359,2015,127590.83
29,"Cleveland, OH",OH,41.499321,-81.694359,2016,132345.33
29,"Cleveland, OH",OH,41.499321,-81.694359,2017,140707.33
29,"Cleveland, OH",OH,41.499321,-81.694359,2018,149295.42
29,"Cleveland, OH",OH,41.499321,-81.694359,2019,156855.58
29,"Cleveland, OH",OH,41.499321,-81.694359,2020,167112.67
29,"Cleveland, OH",OH,41.499321,-81.694359,2021,192634.67
29,"Cleveland, OH",OH,41.499321,-81.694359,2022,212870.0
30,"Kansas City, MO",MO,39.099728,-94.578568,2000,120168.25
30,"Kansas City, MO",MO,39.099728,-94.578568,2001,128570.58
30,"Kansas City, MO",MO,39.099728,-94.578568,2002,136044.42
30,"Kansas City, MO",MO,39.099728,-94.578568,2003,141944.83
30,"Kansas City, MO",MO,39.099728,-94.578568,2004,147013.67
30,"Kansas City, MO",MO,39.099728,-94.578568,2005,151851.08
30,"Kansas City, MO",MO,39.099728,-94.578568,2006,157164.92
30,"Kansas City, MO",MO,39.099728,-94.578568,2007,160580.92
30,"Kansas City, MO",MO,39.099728,-94.578568,2008,158853.75
30,"Kansas City, MO",MO,39.099728,-94.578568,2009,154318.58
30,"Kansas City, MO",MO,39.099728,-94.578568,2010,152155.33
30,"Kansas City, MO",MO,39.099728,-94.578568,2011,143428.33
30,"Kansas City, MO",MO,39.099728,-94.578568,2012,140328.5
30,"Kansas City, MO",MO,39.099728,-94.578568,2013,145217.42
30,"Kansas City, MO",MO,39.099728,-94.578568,2014,150700.42
30,"Kansas City, MO",MO,39.099728,-94.578568,2015,157378.5
30,"Kansas City, MO",MO,39.099728,-94.578568,2016,166984.25
30,"Kansas City, MO",MO,39.099728,-94.578568,2017,180027.08
30,"Kansas City, MO",MO,39.099728,-94.578568,2018,195172.75
30,"Kansas City, MO",MO,39.099728,-94.578568,2019,205239.33
30,"Kansas City, MO",MO,39.099728,-94.578568,2020,217189.17
30,"Kansas City, MO",MO,39.099728,-94.578568,2021,250471.17
30,"Kansas City, MO",MO,39.099728,-94.578568,2022,280143.33
31,"Las Vegas, NV",NV,36.169941,-115.139832,2000,170687.83
31,"Las Vegas, NV",NV,36.169941,-115.139832,2001,180699.58
31,"Las Vegas, NV",NV,36.169941,-115.139832,2002,191812.17
31,"Las Vegas, NV",NV,36.169941,-115.139832,2003,207513.5
31,"Las Vegas, NV",NV,36.169941,-115.139832,2004,267702.82
31,"Las Vegas, NV",NV,36.169941,-115.139832,2005,337972.5
31,"Las Vegas, NV",NV,36.169941,-115.139832,2006,357420.83
31,"Las Vegas, NV",NV,36.169941,-115.139832,2007,340213.25
31,"Las Vegas, NV",NV,36.169941,-115.139832,2008,259089.33
31,"Las Vegas, NV",NV,36.169941,-115.139832,2009,177786.75
31,"Las Vegas, NV",NV,36.169941,-115.139832,2010,150702.08
31,"Las Vegas, NV",NV,36.169941,-115.139832,2011,136142.33
31,"Las Vegas, NV",NV,36.169941,-115.139832,2012,133863.5
31,"Las Vegas, NV",NV,36.169941,-115.139832,2013,166980.92
31,"Las Vegas, NV",NV,36.169941,-115.139832,2014,194050.33
31,"Las Vegas, NV",NV,36.169941,-115.139832,2015,205553.08
31,"Las Vegas, NV",NV,36.169941,-115.139832,2016,219020.08
31,"Las Vegas, NV",NV,36.169941,-115.139832,2017,236917.58
31,"Las Vegas, NV",NV,36.169941,-115.139832,2018,274889.17
31,"Las Vegas, NV",NV,36.169941,-115.139832,2019,291841.0
31,"Las Vegas, NV",NV,36.169941,-115.139832,2020,302080.08
31,"Las Vegas, NV",NV,36.169941,-115.139832,2021,356012.42
31,"Las Vegas, NV",NV,36.169941,-115.139832,2022,433576.67
32,"Columbus, OH",OH,39.961178,-82.998795,2000,138161.0
32,"Columbus, OH",OH,39.961178,-82.998795,2001,143954.83
32,"Columbus, OH",OH,39.961178,-82.998795,2002,149662.83
32,"Columbus, OH",OH,39.961178,-82.998795,2003,155760.0
32,"Columbus, OH",OH,39.961178,-82.998795,2004,160897.17
32,"Columbus, OH",OH,39.961178,-82.998795,2005,166245.08
32,"Columbus, OH",OH,39.961178,-82.998795,2006,169146.0
32,"Columbus, OH",OH,39.961178,-82.998795,2007,167369.17
32,"Columbus, OH",OH,39.961178,-82.998795,2008,162818.92
32,"Columbus, OH",OH,39.961178,-82.998795,2009,156017.0
32,"Columbus, OH",OH,39.961178,-82.998795,2010,153470.17
32,"Columbus, OH",OH,39.961178,-82.998795,2011,146803.42
32,"Columbus, OH",OH,39.961178,-82.998795,2012,140284.33
32,"Columbus, OH",OH,39.961178,-82.998795,2013,143851.33
32,"Columbus, OH",OH,39.961178,-82.998795,2014,152847.08
32,"Columbus, OH",OH,39.961178,-82.998795,2015,160999.83
32,"Columbus, OH",OH,39.961178,-82.998795,2016,169903.58
32,"Columbus, OH",OH,39.961178,-82.998795,2017,182622.0
32,"Columbus, OH",OH,39.961178,-82.998795,2018,197419.42
32,"Columbus, OH",OH,39.961178,-82.998795,2019,211183.58
32,"Columbus, OH",OH,39.961178,-82.998795,2020,225952.0
32,"Columbus, OH",OH,39.961178,-82.998795,2021,258928.33
32,"Columbus, OH",OH,39.961178,-82.998795,2022,289991.83
33,"Indianapolis, IN",IN,39.768402,-86.158066,2000,
33,"Indianapolis, IN",IN,39.768402,-86.158066,2001,
33,"Indianapolis, IN",IN,39.768402,-86.158066,2002,
33,"Indianapolis, IN",IN,39.768402,-86.158066,2003,128184.14
33,"Indianapolis, IN",IN,39.768402,-86.158066,2004,130657.08
33,"Indianapolis, IN",IN,39.768402,-86.158066,2005,137046.58
33,"Indianapolis, IN",IN,39.768402,-86.158066,2006,139671.58
33,"Indianapolis, IN",IN,39.768402,-86.158066,2007,141195.17
33,"Indianapolis, IN",IN,39.768402,-86.158066,2008,140223.0
33,"Indianapolis, IN",IN,39.768402,-86.158066,2009,136615.92
33,"Indianapolis, IN",IN,39.768402,-86.158066,2010,136376.08
33,"Indianapolis, IN",IN,39.768402,-86.158066,2011,130540.92
33,"Indianapolis, IN",IN,39.768402,-86.158066,2012,129803.17
33,"Indianapolis, IN",IN,39.768402,-86.158066,2013,132743.5
33,"Indianapolis, IN",IN,39.768402,-86.158066,2014,141006.75
33,"Indianapolis, IN",IN,39.768402,-86.158066,2015,144091.75
33,"Indianapolis, IN",IN,39.768402,-86.158066,2016,150211.75
33,"Indianapolis, IN",IN,39.768402,-86.158066,2017,159745.67
33,"Indianapolis, IN",IN,39.768402,-86.158066,2018,172069.75
33,"Indianapolis, IN",IN,39.768402,-86.158066,2019,183444.67
33,"Indianapolis, IN",IN,39.768402,-86.158066,2020,196434.92
33,"Indianapolis, IN",IN,39.768402,-86.158066,2021,227637.33
33,"Indianapolis, IN",IN,39.768402,-86.158066,2022,261840.33
34,"San Jose, CA",CA,37.338207,-121.88633,2000,481621.83
34,"San Jose, CA",CA,37.338207,-121.88633,2001,580088.58
34,"San Jose, CA",CA,37.338207,-121.88633,2002,575236.58
34,"San Jose, CA",CA,37.338207,-121.88633,2003,591707.25
34,"San Jose, CA",CA,37.338207,-121.88633,2004,652726.33
34,"San Jose, CA",CA,37.338207,-121.88633,2005,778918.25
34,"San Jose, CA",CA,37.338207,-121.88633,2006,831177.0
34,"San Jose, CA",CA,37.338207,-121.88633,2007,833056.83
34,"San Jose, CA",CA,37.338207,-121.88633,2008,735949.58
34,"San Jose, CA",CA,37.338207,-121.88633,2009,620703.0
34,"San Jose, CA",CA,37.338207,-121.88633,2010,631971.83
34,"San Jose, CA",CA,37.338207,-121.88633,2011,596010.25
34,"San Jose, CA",CA,37.338207,-121.88633,2012,631040.75
34,"San Jose, CA",CA,37.338207,-121.88633,2013,760882.5
34,"San Jose, CA",CA,37.338207,-121.88633,2014,845803.17
34,"San Jose, CA",CA,37.338207,-121.88633,2015,941878.0
34,"San Jose, CA",CA,37.338207,-121.88633,2016,1015833.67
34,"San Jose, CA",CA,37.338207,-121.88633,2017,1096438.92
34,"San Jose, CA",CA,37.338207,-121.88633,2018,1312472.5
34,"San Jose, CA",CA,37.338207,-121.88633,2019,1224255.17
34,"San Jose, CA",CA,37.338207,-121.88633,2020,1259991.67
34,"San Jose, CA",CA,37.338207,-121.88633,2021,1429169.25
34,"San Jose, CA",CA,37.338207,-121.88633,2022,1645975.83
35,"Austin, TX",TX,30.267153,-97.743057,2000,183547.92
35,"Austin, TX",TX,30.267153,-97.743057,2001,189053.83
35,"Austin, TX",TX,30.267153,-97.743057,2002,188633.58
35,"Austin, TX",TX,30.267153,-97.743057,2003,188431.75
35,"Austin, TX",TX,30.267153,-97.743057,2004,192468.75
35,"Austin, TX",TX,30.267153,-97.743057,2005,199671.58
35,"Austin, TX",TX,30.267153,-97.743057,2006,206040.58
35,"Austin, TX",TX,30.267153,-97.743057,2007,214491.17
35,"Austin, TX",TX,30.267153,-97.743057,2008,217640.0
35,"Austin, TX",TX,30.267153,-97.743057,2009,210374.92
35,"Austin, TX",TX,30.267153,-97.743057,2010,207888.17
35,"Austin, TX",TX,30.267153,-97.743057,2011,201341.08
35,"Austin, TX",TX,30.267153,-97.743057,2012,206413.5
35,"Austin, TX",TX,30.267153,-97.743057,2013,223983.5
35,"Austin, TX",TX,30.267153,-97.743057,2014,247078.58
35,"Austin, TX",TX,30.267153,-97.743057,2015,267978.0
35,"Austin, TX",TX,30.267153,-97.743057,2016,288495.17
35,"Austin, TX",TX,30.267153,-97.743057,2017,303518.83
35,"Austin, TX",TX,30.267153,-97.743057,2018,316396.33
35,"Austin, TX",TX,30.267153,-97.743057,2019,330342.0
35,"Austin, TX",TX,30.267153,-97.743057,2020,351232.17
35,"Austin, TX",TX,30.267153,-97.743057,2021,470990.67
35,"Austin, TX",TX,30.267153,-97.743057,2022,581060.17
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2000,125339.33
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2001,131335.5
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2002,139207.0
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2003,152508.67
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2004,176904.5
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2005,216835.25
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2006,251652.67
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2007,262646.5
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2008,256788.42
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2009,243095.92
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2010,234643.67
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2011,221605.17
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2012,215240.5
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2013,217589.42
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2014,221944.25
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2015,224726.42
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2016,226520.67
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2017,231939.83
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2018,237689.25
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2019,245074.08
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2020,256180.83
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2021,287735.58
36,"Virginia Beach, VA",VA,36.852924,-75.977982,2022,317615.67
37,"Nashville, TN",TN,36.162663,-86.781601,2000,146835.08
37,"Nashville, TN",TN,36.162663,-86.781601,2001,151527.25
37,"Nashville, TN",TN,36.162663,-86.781601,2002,155019.83
37,"Nashville, TN",TN,36.162663,-86.781601,2003,158464.0
37,"Nashville, TN",TN,36.162663,-86.781601,2004,163596.25
37,"Nashville, TN",TN,36.162663,-86.781601,2005,172985.5
37,"Nashville, TN",TN,36.162663,-86.781601,2006,185398.92
37,"Nashville, TN",TN,36.162663,-86.781601,2007,194756.0
37,"Nashville, TN",TN,36.162663,-86.781601,2008,193364.58
37,"Nashville, TN",TN,36.162663,-86.781601,2009,185261.92
37,"Nashville, TN",TN,36.162663,-86.781601,2010,180665.25
37,"Nashville, TN",TN,36.162663,-86.781601,2011,173119.08
37,"Nashville, TN",TN,36.162663,-86.781601,2012,171899.58
37,"Nashville, TN",TN,36.162663,-86.781601,2013,179599.5
37,"Nashville, TN",TN,36.162663,-86.781601,2014,190500.83
37,"Nashville, TN",TN,36.162663,-86.781601,2015,204390.67
37,"Nashville, TN",TN,36.162663,-86.781601,2016,225456.58
37,"Nashville, TN",TN,36.162663,-86.781601,2017,249271.25
37,"Nashville, TN",TN,36.162663,-86.781601,2018,271031.0
37,"Nashville, TN",TN,36.162663,-86.781601,2019,282930.08
37,"Nashville, TN",TN,36.162663,-86.781601,2020,298724.33
37,"Nashville, TN",TN,36.162663,-86.781601,2021,347965.75
37,"Nashville, TN",TN,36.162663,-86.781601,2022,428556.17
38,"Providence, RI",RI,36.311005,-94.127434,2000,160962.92
38,"Providence, RI",RI,36.311005,-94.127434,2001,178977.67
38,"Providence, RI",RI,36.311005,-94.127434,2002,208550.5
38,"Providence, RI",RI,36.311005,-94.127434,2003,249462.08
38,"Providence, RI",RI,36.311005,-94.127434,2004,291455.75
38,"Providence, RI",RI,36.311005,-94.127434,2005,325987.25
38,"Providence, RI",RI,36.311005,-94.127434,2006,336768.33
38,"Providence, RI",RI,36.311005,-94.127434,2007,320901.08
38,"Providence, RI",RI,36.311005,-94.127434,2008,296795.25
38,"Providence, RI",RI,36.311005,-94.127434,2009,264415.08
38,"Providence, RI",RI,36.311005,-94.127434,2010,260426.08
38,"Providence, RI",RI,36.311005,-94.127434,2011,246753.33
38,"Providence, RI",RI,36.311005,-94.127434,2012,234501.42
38,"Providence, RI",RI,36.311005,-94.127434,2013,244017.0
38,"Providence, RI",RI,36.311005,-94.127434,2014,254445.67
38,"Providence, RI",RI,36.311005,-94.127434,2015,259547.5
38,"Providence, RI",RI,36.311005,-94.127434,2016,270860.08
38,"Providence, RI",RI,36.311005,-94.127434,2017,288040.75
38,"Providence, RI",RI,36.311005,-94.127434,2018,307721.92
38,"Providence, RI",RI,36.311005,-94.127434,2019,317316.42
38,"Providence, RI",RI,36.311005,-94.127434,2020,334649.83
38,"Providence, RI",RI,36.311005,-94.127434,2021,392544.5
38,"Providence, RI",RI,36.311005,-94.127434,2022,437549.5
39,"Milwaukee, WI",WI,43.038902,-87.906471,2000,129155.5
39,"Milwaukee, WI",WI,43.038902,-87.906471,2001,136581.5
39,"Milwaukee, WI",WI,43.038902,-87.906471,2002,144932.0
39,"Milwaukee, WI",WI,43.038902,-87.906471,2003,156010.33
39,"Milwaukee, WI",WI,43.038902,-87.906471,2004,169310.58
39,"Milwaukee, WI",WI,43.038902,-87.906471,2005,183903.25
39,"Milwaukee, WI",WI,43.038902,-87.906471,2006,192345.33
39,"Milwaukee, WI",WI,43.038902,-87.906471,2007,193067.17
39,"Milwaukee, WI",WI,43.038902,-87.906471,2008,185763.5
39,"Milwaukee, WI",WI,43.038902,-87.906471,2009,172096.42
39,"Milwaukee, WI",WI,43.038902,-87.906471,2010,169188.92
39,"Milwaukee, WI",WI,43.038902,-87.906471,2011,153535.33
39,"Milwaukee, WI",WI,43.038902,-87.906471,2012,148132.25
39,"Milwaukee, WI",WI,43.038902,-87.906471,2013,150552.5
39,"Milwaukee, WI",WI,43.038902,-87.906471,2014,158360.0
39,"Milwaukee, WI",WI,43.038902,-87.906471,2015,162272.67
39,"Milwaukee, WI",WI,43.038902,-87.906471,2016,170051.58
39,"Milwaukee, WI",WI,43.038902,-87.906471,2017,179244.08
39,"Milwaukee, WI",WI,43.038902,-87.906471,2018,190995.92
39,"Milwaukee, WI",WI,43.038902,-87.906471,2019,199868.08
39,"Milwaukee, WI",WI,43.038902,-87.906471,2020,213925.5
39,"Milwaukee, WI",WI,43.038902,-87.906471,2021,245566.5
39,"Milwaukee, WI",WI,43.038902,-87.906471,2022,265262.33
40,"Jacksonville, FL",FL,30.332184,-81.655647,2000,123224.17
40,"Jacksonville, FL",FL,30.332184,-81.655647,2001,132520.0
40,"Jacksonville, FL",FL,30.332184,-81.655647,2002,142642.33
40,"Jacksonville, FL",FL,30.332184,-81.655647,2003,154445.75
40,"Jacksonville, FL",FL,30.332184,-81.655647,2004,171136.92
40,"Jacksonville, FL",FL,30.332184,-81.655647,2005,196947.42
40,"Jacksonville, FL",FL,30.332184,-81.655647,2006,230183.25
40,"Jacksonville, FL",FL,30.332184,-81.655647,2007,234749.67
40,"Jacksonville, FL",FL,30.332184,-81.655647,2008,213860.75
40,"Jacksonville, FL",FL,30.332184,-81.655647,2009,184393.75
40,"Jacksonville, FL",FL,30.332184,-81.655647,2010,167620.42
40,"Jacksonville, FL",FL,30.332184,-81.655647,2011,147894.67
40,"Jacksonville, FL",FL,30.332184,-81.655647,2012,142435.83
40,"Jacksonville, FL",FL,30.332184,-81.655647,2013,154906.42
40,"Jacksonville, FL",FL,30.332184,-81.655647,2014,169783.67
40,"Jacksonville, FL",FL,30.332184,-81.655647,2015,177258.0
40,"Jacksonville, FL",FL,30.332184,-81.655647,2016,187524.17
40,"Jacksonville, FL",FL,30.332184,-81.655647,2017,202419.75
40,"Jacksonville, FL",FL,30.332184,-81.655647,2018,219023.75
40,"Jacksonville, FL",FL,30.332184,-81.655647,2019,230321.67
40,"Jacksonville, FL",FL,30.332184,-81.655647,2020,242235.17
40,"Jacksonville, FL",FL,30.332184,-81.655647,2021,286152.83
40,"Jacksonville, FL",FL,30.332184,-81.655647,2022,350764.67
41,"Memphis, TN",TN,35.149532,-90.048981,2000,125590.92
41,"Memphis, TN",TN,35.149532,-90.048981,2001,128745.33
41,"Memphis, TN",TN,35.149532,-90.048981,2002,130917.0
41,"Memphis, TN",TN,35.149532,-90.048981,2003,133248.92
41,"Memphis, TN",TN,35.149532,-90.048981,2004,135966.67
41,"Memphis, TN",TN,35.149532,-90.048981,2005,140780.83
41,"Memphis, TN",TN,35.149532,-90.048981,2006,146167.25
41,"Memphis, TN",TN,35.149532,-90.048981,2007,148918.42
41,"Memphis, TN",TN,35.149532,-90.048981,2008,138221.91
41,"Memphis, TN",TN,35.149532,-90.048981,2009,128672.42
41,"Memphis, TN",TN,35.149532,-90.048981,2010,123731.92
41,"Memphis, TN",TN,35.149532,-90.048981,2011,117444.08
41,"Memphis, TN",TN,35.149532,-90.048981,2012,115188.17
41,"Memphis, TN",TN,35.149532,-90.048981,2013,115385.83
41,"Memphis, TN",TN,35.149532,-90.048981,2014,119595.83
41,"Memphis, TN",TN,35.149532,-90.048981,2015,123056.5
41,"Memphis, TN",TN,35.149532,-90.048981,2016,126727.67
41,"Memphis, TN",TN,35.149532,-90.048981,2017,134183.33
41,"Memphis, TN",TN,35.149532,-90.048981,2018,144103.0
41,"Memphis, TN",TN,35.149532,-90.048981,2019,155252.75
41,"Memphis, TN",TN,35.149532,-90.048981,2020,167719.5
41,"Memphis, TN",TN,35.149532,-90.048981,2021,194219.25
41,"Memphis, TN",TN,35.149532,-90.048981,2022,223262.17
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2000,93134.58
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2001,97444.83
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2002,101591.08
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2003,106281.75
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2004,111894.92
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2005,117617.17
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2006,123729.92
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2007,127672.5
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2008,129152.33
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2009,129680.83
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2010,131757.25
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2011,128736.5
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2012,128766.83
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2013,132304.83
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2014,136661.33
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2015,141033.75
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2016,144409.58
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2017,148413.75
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2018,151910.67
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2019,157104.75
42,"Oklahoma City, OK",OK,35.46756,-97.516426,2020,166409.25
