SizeRank,RegionName,StateName,Year,Average House Price,Median Income,Ratio
34,Nevada,NV,2014,199759.83,49875,4.01
41,New Hampshire,NH,2014,229723.42,73397,3.13
10,New Jersey,NJ,2014,305611.33,65243,4.68
35,New Mexico,NM,2014,172554.92,46686,3.70
2,New York,NY,2014,255865.58,54310,4.71
9,North Carolina,NC,2014,160501.33,46784,3.43
47,North Dakota,ND,2014,208682.33,60730,3.44
6,Ohio,OH,2014,117160.17,49644,2.36
27,Oklahoma,OK,2014,111665.25,47199,2.37
26,Oregon,OR,2014,257670,58875,4.38
5,Pennsylvania,PA,2014,166190.5,55173,3.01
42,Rhode Island,RI,2014,242730,58633,4.14
23,South Carolina,SC,2014,155123,44929,3.45
45,South Dakota,SD,2014,167396.42,53053,3.16
16,Tennessee,TN,2014,143614.92,43716,3.29
1,Texas,TX,2014,157042.42,53875,2.91
33,Utah,UT,2014,241173.17,63383,3.81
48,Vermont,VT,2014,228344.92,60708,3.76
11,Virginia,VA,2014,249371.42,66155,3.77
12,Washington,WA,2014,265904.25,59068,4.50
36,West Virginia,WV,2014,96202.5,39552,2.43
19,Wisconsin,WI,2014,151256.33,58080,2.60
50,Wyoming,WY,2014,216853.08,55690,3.89
22,Alabama,AL,2015,125482.33,44509,2.82
46,Alaska,AK,2015,262664.67,75112,3.50
15,Arizona,AZ,2015,201532.25,52248,3.86
31,Arkansas,AR,2015,111501.67,42798,2.61
0,California,CA,2015,439917.58,63636,6.91
21,Colorado,CO,2015,298142.67,66596,4.48
28,Connecticut,CT,2015,245333.42,72889,3.37
44,Delaware,DE,2015,233140.75,57756,4.04
49,District of Columbia,DC,2015,536182.42,70071,7.65
3,Florida,FL,2015,189781.83,48825,3.89
8,Georgia,GA,2015,157256.33,50768,3.10
39,Hawaii,HI,2015,567588,64514,8.80
38,Idaho,ID,2015,189291.83,51624,3.67
4,Illinois,IL,2015,179720.42,60413,2.97
14,Indiana,IN,2015,124929.25,51983,2.40
29,Iowa,IA,2015,132385.5,60855,2.18
32,Kansas,KS,2015,130222.25,54865,2.37
25,Kentucky,KY,2015,119952.17,42387,2.83
24,Louisiana,LA,2015,158273.83,45922,3.45
40,Maine,ME,2015,196285.42,50756,3.87
18,Maryland,MD,2015,282484.92,73594,3.84
13,Massachusetts,MA,2015,357485.42,67861,5.27
7,Michigan,MI,2015,129525.42,54203,2.39
20,Minnesota,MN,2015,203690.42,68730,2.96
30,Mississippi,MS,2015,110859.67,40037,2.77
17,Missouri,MO,2015,134944.75,59196,2.28
43,Montana,MT,2015,234738.17,51395,4.57
37,Nebraska,NE,2015,143610.5,60474,2.37
34,Nevada,NV,2015,214371.33,52008,4.12
41,New Hampshire,NH,2015,238270.75,75675,3.15
10,New Jersey,NJ,2015,307914.33,68357,4.50
35,New Mexico,NM,2015,174087.33,45119,3.86
2,New York,NY,2015,261299.5,58005,4.50
9,North Carolina,NC,2015,165376.33,50797,3.26
47,North Dakota,ND,2015,222575.67,57415,3.88
6,Ohio,OH,2015,121491.67,53301,2.28
27,Oklahoma,OK,2015,115688.83,47077,2.46
26,Oregon,OR,2015,277686,60834,4.56
5,Pennsylvania,PA,2015,168720.17,60389,2.79
42,Rhode Island,RI,2015,246830.67,55701,4.43
23,South Carolina,SC,2015,160409.75,46360,3.46
45,South Dakota,SD,2015,174426.92,55065,3.17
16,Tennessee,TN,2015,149165,47330,3.15
1,Texas,TX,2015,169239.5,56473,3.00
33,Utah,UT,2015,253595.75,66258,3.83
48,Vermont,VT,2015,230268.83,59494,3.87
11,Virginia,VA,2015,252191.42,61486,4.10
12,Washington,WA,2015,286327.83,67243,4.26
36,West Virginia,WV,2015,98644.08,42824,2.30
19,Wisconsin,WI,2015,155267.17,55425,2.80
50,Wyoming,WY,2015,225163.17,60925,3.70
22,Alabama,AL,2016,128569.42,47221,2.72
46,Alaska,AK,2016,267407.92,75723,3.53
15,Arizona,AZ,2016,214525.25,57100,3.76
31,Arkansas,AR,2016,115201.67,45907,2.51
0,California,CA,2016,470662.92,66637,7.06
21,Colorado,CO,2016,330176.75,70566,4.68
28,Connecticut,CT,2016,245276.33,75923,3.23
44,Delaware,DE,2016,240982.17,58046,4.15
49,District of Columbia,DC,2016,559512.17,70982,7.88
3,Florida,FL,2016,205088.25,51176,4.01
8,Georgia,GA,2016,166632.67,53527,3.11
39,Hawaii,HI,2016,590813.92,72133,8.19
38,Idaho,ID,2016,204469.92,56564,3.61
4,Illinois,IL,2016,186358.58,61386,3.04
14,Indiana,IN,2016,129598.75,56094,2.31
29,Iowa,IA,2016,137352.75,59094,2.32
32,Kansas,KS,2016,135390,56810,2.38
25,Kentucky,KY,2016,125226.67,45369,2.76
24,Louisiana,LA,2016,162215.67,42196,3.84
40,Maine,ME,2016,205459.58,50856,4.04
18,Maryland,MD,2016,287715.58,73760,3.90
13,Massachusetts,MA,2016,374454.5,72266,5.18
7,Michigan,MI,2016,137770.08,57091,2.41
20,Minnesota,MN,2016,215400.33,70218,3.07
30,Mississippi,MS,2016,113634.08,41099,2.76
17,Missouri,MO,2016,141375.17,55016,2.57
43,Montana,MT,2016,242321.17,57075,4.25
37,Nebraska,NE,2016,150250.17,59374,2.53
34,Nevada,NV,2016,230417.42,55431,4.16
41,New Hampshire,NH,2016,247305.58,76260,3.24
10,New Jersey,NJ,2016,310401.17,68468,4.53
35,New Mexico,NM,2016,178259.67,48451,3.68
2,New York,NY,2016,268919,61437,4.38
9,North Carolina,NC,2016,172381.92,53764,3.21
47,North Dakota,ND,2016,229435.67,60184,3.81
6,Ohio,OH,2016,126831.17,53985,2.35
27,Oklahoma,OK,2016,118851.5,50943,2.33
26,Oregon,OR,2016,307654.25,59135,5.20
5,Pennsylvania,PA,2016,172854.08,60979,2.83
42,Rhode Island,RI,2016,259252.08,61528,4.21
23,South Carolina,SC,2016,167487.92,54336,3.08
45,South Dakota,SD,2016,183273.33,57450,3.19
16,Tennessee,TN,2016,157779.75,51344,3.07
1,Texas,TX,2016,181008.83,58146,3.11
33,Utah,UT,2016,274004.08,67481,4.06
48,Vermont,VT,2016,232349.67,60837,3.82
11,Virginia,VA,2016,256546.42,66451,3.86
12,Washington,WA,2016,316218.08,70310,4.50
36,West Virginia,WV,2016,101045.17,44354,2.28
19,Wisconsin,WI,2016,162098.67,59817,2.71
50,Wyoming,WY,2016,229972.83,57829,3.98
22,Alabama,AL,2017,132678,51113,2.60
46,Alaska,AK,2017,268502.5,72231,3.72
15,Arizona,AZ,2017,228748.75,61125,3.74
31,Arkansas,AR,2017,119884.08,48829,2.46
0,California,CA,2017,501841.92,69759,7.19
21,Colorado,CO,2017,359251,74172,4.84
28,Connecticut,CT,2017,251242.33,72780,3.45
44,Delaware,DE,2017,247470.92,62318,3.97
49,District of Columbia,DC,2017,586267.17,83382,7.03
3,Florida,FL,2017,220356.67,53681,4.10
8,Georgia,GA,2017,177260.33,57016,3.11
39,Hawaii,HI,2017,625122,73575,8.50
38,Idaho,ID,2017,222564.75,60208,3.70
4,Illinois,IL,2017,195813.67,64609,3.03
14,Indiana,IN,2017,137043.75,58873,2.33
29,Iowa,IA,2017,143215.67,63481,2.26
32,Kansas,KS,2017,141772.33,57872,2.45
25,Kentucky,KY,2017,132466.83,51348,2.58
24,Louisiana,LA,2017,166403.67,43903,3.79
40,Maine,ME,2017,217891.17,51664,4.22
18,Maryland,MD,2017,297915.75,81084,3.67
13,Massachusetts,MA,2017,395852.42,73227,5.41
7,Michigan,MI,2017,148964.75,57700,2.58
20,Minnesota,MN,2017,229685.75,71920,3.19
30,Mississippi,MS,2017,117099.42,43441,2.70
17,Missouri,MO,2017,149654.42,56885,2.63
43,Montana,MT,2017,253757.5,59087,4.29
37,Nebraska,NE,2017,160456,59619,2.69
34,Nevada,NV,2017,249321.67,56550,4.41
41,New Hampshire,NH,2017,262376.92,74801,3.51
10,New Jersey,NJ,2017,318810.42,72997,4.37
35,New Mexico,NM,2017,184282.08,47855,3.85
2,New York,NY,2017,281231,62447,4.50
9,North Carolina,NC,2017,182703.92,50343,3.63
47,North Dakota,ND,2017,231290.83,59886,3.86
6,Ohio,OH,2017,134556.67,59768,2.25
27,Oklahoma,OK,2017,122949.58,55006,2.24
26,Oregon,OR,2017,335245.92,64610,5.19
5,Pennsylvania,PA,2017,179466.83,63173,2.84
42,Rhode Island,RI,2017,274961.58,66390,4.14
23,South Carolina,SC,2017,175827.83,54971,3.20
45,South Dakota,SD,2017,193987.08,56894,3.41
16,Tennessee,TN,2017,169021.42,55240,3.06
1,Texas,TX,2017,192894.83,59295,3.25
33,Utah,UT,2017,298568.33,71319,4.19
48,Vermont,VT,2017,239348.25,63805,3.75
11,Virginia,VA,2017,265470.08,71293,3.72
12,Washington,WA,2017,351542.33,75418,4.66
36,West Virginia,WV,2017,103094.67,45392,2.27
19,Wisconsin,WI,2017,172845.42,63451,2.72
50,Wyoming,WY,2017,231480.92,57837,4.00
22,Alabama,AL,2018,138818.25,51113,2.72
46,Alaska,AK,2018,270301.58,72231,3.74
15,Arizona,AZ,2018,246023,61125,4.02
31,Arkansas,AR,2018,125388.83,48829,2.57
0,California,CA,2018,541072.92,69759,7.76
21,Colorado,CO,2018,386961.33,74172,5.22
28,Connecticut,CT,2018,257977.67,72780,3.54
44,Delaware,DE,2018,256844.83,62318,4.12
49,District of Columbia,DC,2018,608188.75,83382,7.29
3,Florida,FL,2018,235672.75,53681,4.39
8,Georgia,GA,2018,192610.17,57016,3.38
39,Hawaii,HI,2018,652439.25,73575,8.87
38,Idaho,ID,2018,250502.83,60208,4.16
4,Illinois,IL,2018,203535.33,64609,3.15
14,Indiana,IN,2018,146838.17,58873,2.49
29,Iowa,IA,2018,148746.5,63481,2.34
32,Kansas,KS,2018,149163.42,57872,2.58
25,Kentucky,KY,2018,140041.58,51348,2.73
24,Louisiana,LA,2018,170439.42,43903,3.88
40,Maine,ME,2018,231217.5,51664,4.48
18,Maryland,MD,2018,308787.75,81084,3.81
13,Massachusetts,MA,2018,419536.25,73227,5.73
7,Michigan,MI,2018,161384.42,57700,2.80
20,Minnesota,MN,2018,245382.33,71920,3.41
30,Mississippi,MS,2018,121318.17,43441,2.79
17,Missouri,MO,2018,158645.83,56885,2.79
43,Montana,MT,2018,268141.92,59087,4.54
37,Nebraska,NE,2018,171270.75,59619,2.87
34,Nevada,NV,2018,286444.42,56550,5.07
41,New Hampshire,NH,2018,279451.08,74801,3.74
10,New Jersey,NJ,2018,332765.25,72997,4.56
35,New Mexico,NM,2018,191673.67,47855,4.01
2,New York,NY,2018,297204.67,62447,4.76
9,North Carolina,NC,2018,194792.42,50343,3.87
47,North Dakota,ND,2018,232211,59886,3.88
6,Ohio,OH,2018,143435.08,59768,2.40
27,Oklahoma,OK,2018,126860.83,55006,2.31
26,Oregon,OR,2018,357260.92,64610,5.53
5,Pennsylvania,PA,2018,189277.92,63173,3.00
42,Rhode Island,RI,2018,294113,66390,4.43
23,South Carolina,SC,2018,186089.92,54971,3.39
45,South Dakota,SD,2018,203420.17,56894,3.58
16,Tennessee,TN,2018,181729,55240,3.29
1,Texas,TX,2018,204280.17,59295,3.45
33,Utah,UT,2018,327432.08,71319,4.59
48,Vermont,VT,2018,249590.17,63805,3.91
11,Virginia,VA,2018,274899.92,71293,3.86
12,Washington,WA,2018,388630.5,75418,5.15
36,West Virginia,WV,2018,106796.58,45392,2.35
19,Wisconsin,WI,2018,184842.42,63451,2.91
50,Wyoming,WY,2018,239582,57837,4.14
22,Alabama,AL,2019,145619.08,56200,2.59
46,Alaska,AK,2019,285764.36,78394,3.65
15,Arizona,AZ,2019,261280.17,70674,3.70
31,Arkansas,AR,2019,130634,54539,2.40
0,California,CA,2019,551136,78105,7.06
21,Colorado,CO,2019,403891.83,72499,5.57
28,Connecticut,CT,2019,261088,87291,2.99
44,Delaware,DE,2019,263923.92,74194,3.56
49,District of Columbia,DC,2019,633390.25,93111,6.80
3,Florida,FL,2019,246813.33,58368,4.23
8,Georgia,GA,2019,205353.33,56628,3.63
39,Hawaii,HI,2019,663214.92,88006,7.54
38,Idaho,ID,2019,280418.83,65988,4.25
4,Illinois,IL,2019,207681.08,74399,2.79
14,Indiana,IN,2019,156597.83,66693,2.35
29,Iowa,IA,2019,154165,66054,2.33
32,Kansas,KS,2019,155594.25,73151,2.13
25,Kentucky,KY,2019,146649.42,55662,2.63
24,Louisiana,LA,2019,171424.83,51707,3.32
40,Maine,ME,2019,241352.58,66546,3.63
18,Maryland,MD,2019,315937.5,95572,3.31
13,Massachusetts,MA,2019,429795.08,87707,4.90
7,Michigan,MI,2019,171455.58,64119,2.67
20,Minnesota,MN,2019,257142.5,81426,3.16
30,Mississippi,MS,2019,126346.17,44787,2.82
17,Missouri,MO,2019,166635.67,60597,2.75
43,Montana,MT,2019,283306.92,60195,4.71
37,Nebraska,NE,2019,180590.83,73071,2.47
34,Nevada,NV,2019,303540.5,70906,4.28
41,New Hampshire,NH,2019,291649.92,86900,3.36
10,New Jersey,NJ,2019,340583.75,87726,3.88
35,New Mexico,NM,2019,202535.83,53113,3.81
2,New York,NY,2019,309581.33,71855,4.31
9,North Carolina,NC,2019,206379.58,61159,3.37
47,North Dakota,ND,2019,234315.83,70031,3.35
6,Ohio,OH,2019,151973.58,64663,2.35
27,Oklahoma,OK,2019,131472.08,59397,2.21
26,Oregon,OR,2019,370676.67,74413,4.98
5,Pennsylvania,PA,2019,197445.67,70582,2.80
42,Rhode Island,RI,2019,302629.42,70151,4.31
23,South Carolina,SC,2019,195225.25,62028,3.15
45,South Dakota,SD,2019,213246.92,64255,3.32
16,Tennessee,TN,2019,192795.08,56627,3.40
1,Texas,TX,2019,214064,67444,3.17
33,Utah,UT,2019,353006.75,84523,4.18
48,Vermont,VT,2019,257780.25,74305,3.47
11,Virginia,VA,2019,285608.5,81313,3.51
12,Washington,WA,2019,405174.25,82454,4.91
36,West Virginia,WV,2019,110180.5,53706,2.05
19,Wisconsin,WI,2019,194918.83,67355,2.89
50,Wyoming,WY,2019,251059.75,65134,3.85
22,Alabama,AL,2020,155009.83,54393,2.85
46,Alaska,AK,2020,290507,74476,3.90
15,Arizona,AZ,2020,286914.5,66628,4.31
31,Arkansas,AR,2020,136170.92,50540,2.69
0,California,CA,2020,580133.83,77358,7.50
21,Colorado,CO,2020,422151.33,82611,5.11
28,Connecticut,CT,2020,270228.2,79043,3.42
44,Delaware,DE,2020,272280.08,69132,3.94
49,District of Columbia,DC,2020,649736.42,88311,7.36
3,Florida,FL,2020,258728.67,57435,4.50
8,Georgia,GA,2020,216654.25,58952,3.68
39,Hawaii,HI,2020,670622.08,80729,8.31
38,Idaho,ID,2020,311922.67,66499,4.69
4,Illinois,IL,2020,212120.58,73753,2.88
14,Indiana,IN,2020,166305.25,66360,2.51
29,Iowa,IA,2020,158515.25,68469,2.32
32,Kansas,KS,2020,162559.82,72815,2.23
25,Kentucky,KY,2020,154452.08,56525,2.73
24,Louisiana,LA,2020,176318.92,50935,3.46
40,Maine,ME,2020,260633.42,63440,4.11
18,Maryland,MD,2020,326200.58,94384,3.46
13,Massachusetts,MA,2020,450307.5,86725,5.19
7,Michigan,MI,2020,181323.83,63829,2.84
20,Minnesota,MN,2020,269753.75,78461,3.44
30,Mississippi,MS,2020,130949.42,44966,2.91
17,Missouri,MO,2020,175134.17,61901,2.83
43,Montana,MT,2020,300301.42,56442,5.32
37,Nebraska,NE,2020,189613.42,72024,2.63
34,Nevada,NV,2020,314986.75,60956,5.17
41,New Hampshire,NH,2020,310602.92,88235,3.52
10,New Jersey,NJ,2020,354035.67,85239,4.15
35,New Mexico,NM,2020,216369.58,50822,4.26
2,New York,NY,2020,320105.42,68304,4.69
9,North Carolina,NC,2020,218711.58,60266,3.63
47,North Dakota,ND,2020,238326.5,63657,3.74
6,Ohio,OH,2020,161732.75,60110,2.69
27,Oklahoma,OK,2020,139120.17,52341,2.66
26,Oregon,OR,2020,389884,76554,5.09
5,Pennsylvania,PA,2020,206959.8,70117,2.95
42,Rhode Island,RI,2020,319715.42,80012,4.00
23,South Carolina,SC,2020,204840.83,60097,3.41
45,South Dakota,SD,2020,221643.92,69787,3.18
16,Tennessee,TN,2020,206241.17,54665,3.77
1,Texas,TX,2020,222479.25,68093,3.27
33,Utah,UT,2020,379497.08,83670,4.54
48,Vermont,VT,2020,266787.33,66902,3.99
11,Virginia,VA,2020,298237.42,81947,3.64
12,Washington,WA,2020,438538.58,81083,5.41
36,West Virginia,WV,2020,113007.75,51615,2.19
19,Wisconsin,WI,2020,206652,67094,3.08
50,Wyoming,WY,2020,262022.25,65108,4.02
